0,0
1,0
2,1
3,1
4,1
5,1
6,2
7,2
8,3
9,4
10,5
11,5
12,8
13,7
14,15
15,18
16,23
17,27
18,36
19,44
20,56
21,73
22,89
23,113
24,144
25,171
26,224
27,281
28,349
29,449
30,508
31,658
32,843
33,952
34,1237
35,1244
36,1664
37,2174
38,2088
39,2848
40,2505
41,3403
42,4668
43,3884
44,5450
45,6156
46,5956
47,8455
48,6214
49,9023
50,13068
51,9125
52,13490
53,8721
54,13213
55,19732
56,12278
57,18893
58,18844
59,17264
60,26798
61,15072
62,24025
63,37880
64,20739
65,33346
66,17130
67,28310
68,45996
69,23184
70,38454
71,35708
72,31230
73,52210
74,24430
75,41836
76,60920
77,32483
78,55945
79,24500
80,43223
81,75022
82,32398
83,57355
84,32049
85,42823
86,76222
87,31151
88,56686
89,83489
90,41002
91,74805
92,29140
93,53923
94,98685
95,37987
96,70894
97,26317
98,50070
99,93565
100,34483
101,65543
102,84399
103,45167
104,86024
105,30575
106,59242
107,102277
108,40058
109,77991
110,26702
111,52707
112,102208
113,35083
114,69328
115,57945
116,46134
117,91110
118,30328
119,60915
120,108790
121,40211
122,80267
123,26206
124,52944
125,105671
126,34670
127,70030
128,22602
129,45835
130,92257
131,29963
132,60577
133,85940
134,39737
135,80274
136,26102
137,52881
138,104380
139,34866
140,70454
141,23091
142,46618
143,93923
144,30914
145,62156
146,70389
147,41045
148,82714
149,27229
150,54896
151,104580
152,36514
153,73309
154,24374
155,48780
156,97821
157,32580
158,65193
159,21702
160,43519
161,86961
162,28980
163,57944
164,102393
165,38608
166,77178
167,25438
168,51193
169,102603
170,33627
171,67937
172,22041
173,44724
174,90235
175,29387
176,59469
177,70799
178,38950
179,78946
180,25109
181,51341
182,101449
183,33313
184,68045
185,21222
186,43846
187,89900
188,28040
189,57877
190,23668
191,36904
192,76523
193,23304
194,48896
195,97928
196,30847
197,64697
198,19358
199,41081
200,85942
201,25634
202,54051
203,15906
204,33836
205,71465
206,20833
207,44566
208,68098
209,27554
210,59342
211,16939
212,36521
213,76962
214,22232
215,48392
216,13316
217,29493
218,63847
219,17568
220,38806
221,16171
222,23322
223,51336
224,13655
225,30731
226,66610
227,18061
228,40779
229,10347
230,23920
231,53777
232,13755
233,31744
234,7878
235,18458
236,42414
237,10644
238,24806
239,49964
240,14179
241,32942
242,7995
243,18975
244,43200
245,10755
246,25419
247,6067
248,14573
249,34063
250,8195
251,19623
252,11093
253,11137
254,26259
255,6174
256,14958
257,34914
258,8486
259,20197
260,4706
261,11411
262,27266
263,6397
264,15514
265,3550
266,8729
267,20929
268,4892
269,11848
270,26678
271,6726
272,16212
273,3698
274,9053
275,21726
276,5065
277,12369
278,2726
279,6797
280,16776
281,3785
282,9348
283,9716
284,5185
285,12673
286,2883
287,7082
288,17119
289,3875
290,9665
291,2049
292,5298
293,13186
294,2832
295,7236
296,1466
297,3821
298,9793
299,2047
300,5295
301,13039
302,2855
303,7305
304,1533
305,3944
306,9993
307,2135
308,5521
309,1132
310,2989
311,7590
312,1652
313,4195
314,6611
315,2257
316,5769
317,1162
318,3099
319,7748
320,1661
321,4243
322,852
323,2282
324,5872
325,1173
326,3150
327,950
328,1658
329,4372
330,853
331,2263
332,5992
333,1228
334,3240
335,626
336,1701
337,4527
338,864
339,2351
340,439
341,1206
342,3347
343,639
344,1703
345,3522
346,891
347,2407
348,450
349,1267
350,3439
351,642
352,1726
353,317
354,891
355,2435
356,445
357,1270
358,422
359,639
360,1780
361,313
362,917
363,2552
364,469
365,1313
366,232
367,700
368,1860
369,328
370,938
371,145
372,433
373,1258
374,216
375,618
376,1632
377,302
378,897
379,145
380,447
381,1270
382,231
383,655
384,120
385,340
386,965
387,175
388,509
389,365
390,252
391,706
392,120
393,347
394,979
395,162
396,499
397,57
398,238
399,741
400,124
401,360
402,50
403,168
404,503
405,72
406,238
407,714
408,116
409,354
410,55
411,165
412,532
413,80
414,243
415,32
416,111
417,350
418,48
419,175
420,233
421,84
422,273
423,49
424,146
425,394
426,67
427,196
428,24
429,92
430,284
431,34
432,121
433,19
434,56
435,186
436,26
437,77
438,265
439,41
440,133
441,19
442,62
443,205
444,33
445,107
446,16
447,51
448,154
449,22
450,66
451,139
452,27
453,91
