0,0
1,0
2,1
3,1
4,1
5,1
6,2
7,2
8,4
9,4
10,6
11,6
12,8
13,11
14,14
15,19
16,24
17,29
18,35
19,43
20,58
21,63
22,88
23,85
24,112
25,143
26,133
27,176
28,198
29,209
30,281
31,218
32,314
33,440
34,307
35,455
36,284
37,442
38,662
39,402
40,612
41,680
42,515
43,832
44,432
45,675
46,1104
47,550
48,919
49,410
50,721
51,1220
52,534
53,925
54,975
55,701
56,1227
57,481
58,895
59,1401
60,628
61,1160
62,423
63,792
64,1485
65,527
66,1006
67,740
68,665
69,1305
70,433
71,865
72,1524
73,542
74,1107
75,352
76,748
77,1466
78,450
79,940
80,260
81,589
82,1221
83,360
84,764
85,1173
86,480
87,1048
88,291
89,645
90,1298
91,404
92,857
93,241
94,515
95,1107
96,328
97,707
98,913
99,439
100,900
101,275
102,574
103,1154
104,364
105,751
106,211
107,445
108,994
109,307
110,642
111,185
112,405
113,857
114,256
115,511
116,906
117,323
118,684
119,217
120,446
121,973
122,319
123,640
124,223
125,442
126,883
127,313
128,612
129,633
130,438
131,823
132,310
133,587
134,1090
135,400
136,771
137,278
138,526
139,1013
140,355
141,686
142,309
143,496
144,962
145,307
146,629
147,1199
148,411
149,824
150,256
151,531
152,1041
153,331
154,671
155,215
156,446
157,894
158,265
159,554
160,822
161,356
162,744
163,209
164,462
165,954
166,265
167,586
168,150
169,348
170,780
171,215
172,459
173,159
174,268
175,602
176,160
177,352
178,773
179,210
180,479
181,122
182,274
183,644
184,156
185,372
186,81
187,207
188,494
189,117
190,291
191,591
192,166
193,379
194,77
195,203
196,488
197,103
198,261
199,52
200,133
201,355
202,53
203,174
204,92
205,78
206,233
207,39
208,130
209,347
210,63
211,176
212,20
213,68
214,219
215,30
216,93
217,9
218,37
219,136
220,20
221,65
222,204
223,30
224,103
225,10
226,39
227,138
228,20
229,62
230,6
231,30
232,99
233,12
234,43
235,44
236,23
237,72
238,13
239,40
240,102
241,15
242,50
243,13
244,35
245,80
246,16
247,45
248,7
249,18
250,57
251,10
252,30
253,76
254,13
255,47
256,6
257,21
258,55
259,8
260,30
261,5
262,12
263,38
264,8
265,17
266,34
267,10
268,29
269,6
270,11
271,32
272,8
273,20
274,2
275,10
276,28
277,4
278,12
279,2
280,6
281,15
282,1
283,6
284,26
285,3
286,12
287,0
288,2
289,17
290,0
291,2
292,0
293,0
294,7
295,0
296,3
297,8
298,0
299,2
300,0
301,0
302,12
303,0
304,4
305,0
306,2
307,11
308,1
309,3
310,0
311,2
312,7
313,0
314,3
315,7
316,0
317,3
318,0
319,0
320,5
321,0
322,3
323,0
324,1
325,5
326,0
327,0
328,3
329,0
330,1
331,0
332,0
333,3
334,0
335,1
336,0
337,0
338,1
339,0
340,1
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,1
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
